taxonID,scianem,auth,subgenus,section,subsection
wfo-0001048922,Rhododendron bachii,H.Lév.,Azaleastrum,Azaleastrum,
wfo-0001229726,Rhododendron hangzhouense,W.P.Fang & M.Y.He,Azaleastrum,Azaleastrum,
wfo-0001229728,Rhododendron hongkongense,Hutch.,Azaleastrum,Azaleastrum,
wfo-0001048707,Rhododendron leptothrium,Balf.f. & Forrest,Azaleastrum,Azaleastrum,
wfo-0001229730,Rhododendron medoense,W.P.Fang & M.Y.He,Azaleastrum,Azaleastrum,
wfo-0000400307,Rhododendron ngawchangensis,M.N.Philipson & Philipson,Azaleastrum,Azaleastrum,
wfo-0001229720,Rhododendron ovatum,(Lindl.) Maxim. ex Planch.,Azaleastrum,Azaleastrum,
wfo-0001229729,Rhododendron tianlinense,P.C.Tam,Azaleastrum,Azaleastrum,
wfo-0000405714,Rhododendron uwaense,H.Hara & T.Yamanaka,Azaleastrum,Azaleastrum,
wfo-0001048914,Rhododendron vialii,Delavay & Franch.,Azaleastrum,Azaleastrum,
wfo-1000007435,Rhododendron microcarpum,R.L.Liu & L.M.Gao,Azaleastrum,,
wfo-0001047060,Rhododendron albiflorum,Hook.,Azaleastrum,Sciadorhodion,
wfo-0000400494,Rhododendron albrechtii,Maxim.,Azaleastrum,Sciadorhodion,
wfo-0000750120,Rhododendron benhallii,Craven,Azaleastrum,Sciadorhodion,
wfo-0000750128,Rhododendron goyozanense,(M.Kikuchi) Craven,Azaleastrum,Sciadorhodion,
wfo-0000749223,Rhododendron × kamatae,(Mochizuki) Craven,Azaleastrum,Sciadorhodion,
wfo-0000750122,Rhododendron katsumatae,(M.Tash. & H.Hatta) Craven,Azaleastrum,Sciadorhodion,
wfo-0000749218,Rhododendron kroniae,Craven,Azaleastrum,Sciadorhodion,
wfo-0000750124,Rhododendron menziesii,Craven,Azaleastrum,Sciadorhodion,
wfo-0000750125,Rhododendron multiflorum,(Maxim.) Craven,Azaleastrum,Sciadorhodion,
wfo-0000750121,Rhododendron pentandrum,(Maxim.) Craven,Azaleastrum,Sciadorhodion,
wfo-0000400196,Rhododendron pentaphyllum,Maxim.,Azaleastrum,Sciadorhodion,
wfo-0000749222,Rhododendron pilosum,(Michx.) Craven,Azaleastrum,Sciadorhodion,
wfo-0000400225,Rhododendron quinquefolium,Bisset & S.Moore,Azaleastrum,Sciadorhodion,
wfo-0001047837,Rhododendron schlippenbachii,Maxim.,Azaleastrum,Sciadorhodion,
wfo-0001047083,Rhododendron vaseyi,A.Gray,Azaleastrum,Sciadorhodion,
wfo-0000749230,Rhododendron yakushimense,(M.Tash. & H.Hatta) Craven,Azaleastrum,Sciadorhodion,
wfo-0000400596,Rhododendron amagianum,(Makino) Makino ex H.Hara,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000400597,Rhododendron amakusaense,(T.Yamaz) T.Yamaz,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-1000002485,Rhododendron awatosaense,Minamit. & Yonek.,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0001247845,Rhododendron chilanshanense,Kurash.,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000400735,Rhododendron dilatatum,Miq.,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000400820,Rhododendron farrerae,Tate ex Sweet,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000400716,Rhododendron hidakanum,H.Hara,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-1000078756,Rhododendron huadingense,B.Y.Ding & Y.Y.Fang,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000400727,Rhododendron hyugaense,(T.Yamaz.) T.Yamaz,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000400049,Rhododendron kiyosumense,(Makino) Makino,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-1000002495,Rhododendron kyushuense,Minamit.,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000400101,Rhododendron lagopus,Nakai,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0001048927,Rhododendron mariesii,Hemsl. & E.H.Wilson,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000399969,Rhododendron mayebarae,Nakai & Hara,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000400363,Rhododendron nudipes,Nakai,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000400336,Rhododendron osuzuyamense,T.Yamaz,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000405490,Rhododendron reticulatum,D.Don ex G.Don,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000405402,Rhododendron sanctum,Nakai,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000405635,Rhododendron tsurugisanense,(T.Yamaz.) T.Yamaz,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000405682,Rhododendron viscistylum,Nakai,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000405689,Rhododendron wadanum,Makino,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0001273677,Rhododendron weyrichii,Maxim.,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000405567,Rhododendron yakumontanum,(T.Yamaz) T.Yamaz,Azaleastrum,Tsutsutsi,Brachycalyces
wfo-0000405386,Rhododendron semibarbatum,Maxim.,Azaleastrum,Tsutsutsi,
wfo-0001047946,Rhododendron tsoi,Merr.,Azaleastrum,Tsutsutsi,
wfo-0001229845,Rhododendron adenanthum,M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000400482,Rhododendron adenobracteum,X.F.Gao & Y.L.Peng,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000400401,Rhododendron arunachalense,D.F.Chamb. & S.J.Rae,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229836,Rhododendron bicorniculatum,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000747737,Rhododendron boninense,Nakai,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001220133,Rhododendron breviperulatum,Hayata,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001231787,Rhododendron chaoanense,D.C.Wu & P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229826,Rhododendron chrysocalyx,H.Lév. & Vaniot,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001048962,Rhododendron chunii,W.P.Fang,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229804,Rhododendron crassimedium,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229849,Rhododendron crassistylum,M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229860,Rhododendron cretaceum,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000400809,Rhododendron eriocarpum,(Hayata) Nakai,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229868,Rhododendron flosculum,W.P.Fang & G.Z.Li,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229872,Rhododendron flumineum,W.P.Fang & M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001228367,Rhododendron fuchsiifolium,H.Lév.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229851,Rhododendron fuscipilum,M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229835,Rhododendron gratiosum,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001239133,Rhododendron guizhongense,G.Z.Li,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001048298,Rhododendron hainanense,Merr.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229806,Rhododendron huiyangense,W.P.Fang & M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229852,Rhododendron hunanense,Chun & P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000400687,Rhododendron indicum,(L.) Sweet,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229812,Rhododendron jasminoides,M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229866,Rhododendron jinpingense,W.P.Fang & M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229870,Rhododendron jinxiuense,W.P.Fang & M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000400047,Rhododendron kaempferi,Planch.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000400036,Rhododendron kanehirae,E.H.Wilson,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000400055,Rhododendron kiusianum,Makino,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000400048,Rhododendron komiyamae,Makino,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229839,Rhododendron kwangsiense,Hu ex W.P.Fang,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001048960,Rhododendron kwangtungense,Merr. & Chun,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001220141,Rhododendron lasiostylum,Hayata,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000750130,Rhododendron lilacinum,Xiang Chen & X.Chen,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001234423,Rhododendron linguiense,G.Z.Li,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229808,Rhododendron litchiifolium,T.C.Wu & P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001228147,Rhododendron longifalcatum,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001220144,Rhododendron longiperulatum,Hayata,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229874,Rhododendron loniceriflorum,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229858,Rhododendron malipoense,M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001047941,Rhododendron mariae,Hance,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001228144,Rhododendron meridionale,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229843,Rhododendron microphyton,Franch.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001226886,Rhododendron minutiflorum,Hu,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229801,Rhododendron mucronatum,(Blume) G.Don,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229854,Rhododendron myrsinifolium,Ching ex W.P.Fang & M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001047943,Rhododendron naamkwanense,Merr.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001220805,Rhododendron nakaharae,Hayata,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229811,Rhododendron nanpingense,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000400354,Rhododendron nipponicum,Mastsum.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001231785,Rhododendron noriakianum,T.Suzuki,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229796,Rhododendron octandrum,M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001220806,Rhododendron oldhamii,Maxim.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001231788,Rhododendron pinetorum,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-1000002504,Rhododendron pudingense,"X.Y.Dai, C.H.Yang & Y.P.Ma",Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001228541,Rhododendron pulchroides,Chun & W.P.Fang,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229859,Rhododendron qianyangense,M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229863,Rhododendron rhodanthum,M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229850,Rhododendron rhuyuenense,Chun ex P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405505,Rhododendron ripense,Makino,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001048263,Rhododendron rivulare,Hand.-Mazz.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001048945,Rhododendron rubropilosum,Hayata,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229802,Rhododendron rufohirtum,Hand.-Mazz.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405395,Rhododendron saisiuense,Nakai & H.Hara,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229869,Rhododendron saxatile,B.Y.Ding & Y.Y.Fang,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405366,Rhododendron saxicola,Sleumer,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405372,Rhododendron scabrum,G.Don,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229864,Rhododendron seniavinii,Maxim.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405379,Rhododendron serpyllifolium,(A.Gray) Miq.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001231784,Rhododendron sikayotaizanense,Masam.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405453,Rhododendron simsii,Planch.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-1000002515,Rhododendron sohayakiense,Y.Watan & T.Yukawa,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-1000078753,Rhododendron sparsifolium,W.P.Fang,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405432,Rhododendron stenopetalum,(R.Hogg) Mabb.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001261393,Rhododendron strigosum,R.L.Liu,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229873,Rhododendron subcerinum,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229857,Rhododendron subenerve,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229784,Rhododendron subflumineum,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405451,Rhododendron subsessile,Rendle,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229807,Rhododendron taipaoense,T.C.Wu & P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001231626,Rhododendron taiwanalpinum,Ohwi,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229876,Rhododendron tashiroi,Maxim.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229875,Rhododendron tenue,Ching ex W.P.Fang & M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229778,Rhododendron tenuilaminare,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229805,Rhododendron tingwuense,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405629,Rhododendron tosaense,Makino,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405632,Rhododendron tschonoskii,Maxim.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405636,Rhododendron tsusiophyllum,Sugim.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001228146,Rhododendron unciferum,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229848,Rhododendron viscidum,C.Z.Guo & Z.H.Liu,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000750106,Rhododendron xiangganense,X.F.Jin & B.Y.Ding,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405565,Rhododendron yakuinsulare,Masam.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229861,Rhododendron yangmingshanense,P.C.Tam,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229867,Rhododendron yaoshanicum,W.P.Fang & M.Y.He,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000405538,Rhododendron yedoense,Regel ex Maxim.,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0000744596,Rhododendron yunyianum,X.F.Jin & B.Y.Ding,Azaleastrum,Tsutsutsi,Tsutsutsi
wfo-0001229733,Rhododendron cavaleriei,H.Lév.,Choniastrum,,
wfo-0001229766,Rhododendron championiae,Hook.,Choniastrum,,
wfo-0001268807,Rhododendron dayaoshanense,L.M.Gao & D.Z.Li,Choniastrum,,
wfo-0001048921,Rhododendron feddei,H.Lév.,Choniastrum,,
wfo-0001219314,Rhododendron hancockii,Hemsl.,Choniastrum,,
wfo-0001048941,Rhododendron henryi,Hance,Choniastrum,,
wfo-0001229746,Rhododendron huguangense,P.C.Tam,Choniastrum,,
wfo-0001229749,Rhododendron latoucheae,Franch.,Choniastrum,,
wfo-0001268808,Rhododendron longilobum,L.M.Gao & D.Z.Li,Choniastrum,,
wfo-0001048792,Rhododendron mackenzianum,Forrest,Choniastrum,,
wfo-0001229724,Rhododendron mitriforme,P.C.Tam,Choniastrum,,
wfo-0001229736,Rhododendron moulmainense,Hook.,Choniastrum,,
wfo-0001229732,Rhododendron stamineum,Franch.,Choniastrum,,
wfo-0001229774,Rhododendron subestipitatum,Chun ex P.C.Tam,Choniastrum,,
wfo-0000405528,Rhododendron taiense,Hutch.,Choniastrum,,
wfo-0001229731,Rhododendron taishunense,B.Y.Ding & Y.Y.Fang,Choniastrum,,
wfo-0001275365,Rhododendron truncatovarium,L.M.Gao & D.Z.Li,Choniastrum,,
wfo-0001219292,Rhododendron tutcherae,Hemsl. & E.H.Wilson,Choniastrum,,
wfo-0001228368,Rhododendron vaniotii,H.Lév.,Choniastrum,,
wfo-0001048935,Rhododendron westlandii,Hemsl.,Choniastrum,,
wfo-0001229443,Rhododendron × agastum,Balf.f. & W.W.Sm.,Hymenanthes,,
wfo-0000403054,Rhododendron chrysolepis,Hutch. & Kingdon-Ward,Hymenanthes,,
wfo-0001048699,Rhododendron dimitrum,Balf.f. & Forrest,Hymenanthes,,
wfo-0001048856,Rhododendron × inopinum,Balf.f.,Hymenanthes,,
wfo-0001048857,Rhododendron × paradoxum,Balf.f.,Hymenanthes,,
wfo-0001047059,Rhododendron alabamense,Rehder,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047061,Rhododendron arborescens,(Pursh) Torr.,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047062,Rhododendron atlanticum,(Ashe) Rehder,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047063,Rhododendron austrinum,(Small) Rehder,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047064,Rhododendron × bakeri,(W.P.Lemmon & McKay) H.H.Hume,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047065,Rhododendron calendulaceum,(Michx.) Torr.,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047067,Rhododendron canescens,(Michx.) Sweet,Hymenanthes,Pentanthera,Pentanthera
wfo-0000744590,Rhododendron colemanii,R.F.Mill.,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047634,Rhododendron cumberlandense,E.L.Braun,Hymenanthes,Pentanthera,Pentanthera
wfo-0000400745,Rhododendron eastmanii,Kron & Creel,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047072,Rhododendron flammeum,(Michx.) Sarg.,Hymenanthes,Pentanthera,Pentanthera
wfo-0000399990,Rhododendron luteum,Sweet,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047077,Rhododendron occidentale,(Torr. & A.Gray) A.Gray,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047079,Rhododendron periclymenoides,(Michx.) Shinners,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047080,Rhododendron prinophyllum,(Small) Millais,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047081,Rhododendron prunifolium,(Small) Millais,Hymenanthes,Pentanthera,Pentanthera
wfo-0001047632,Rhododendron viscosum,(L.) Torr.,Hymenanthes,Pentanthera,Pentanthera
wfo-0000400297,Rhododendron molle,(Blume) G.Don,Hymenanthes,Pentanthera,Sinensia
wfo-0001048879,Rhododendron × peregrinum,Tagg,Hymenanthes,,
wfo-0000400167,Rhododendron × planetum,Balf.f.,Hymenanthes,,
wfo-1000036138,Rhododendron × abhayae,L.K.Rai,Hymenanthes,Pontica,
wfo-1000002483,Rhododendron × apradae,U.Rai & Lama,Hymenanthes,Pontica,
wfo-0001229495,Rhododendron arboreum,Sm.,Hymenanthes,Pontica,Arborea
wfo-0001229506,Rhododendron delavayi,Franch.,Hymenanthes,Pontica,Arborea
wfo-0001240235,Rhododendron gannanense,Z.C.Feng & X.G.Sun,Hymenanthes,Pontica,Arborea
wfo-0001229511,Rhododendron lanigerum,Tagg,Hymenanthes,Pontica,Arborea
wfo-0001229505,Rhododendron niveum,Hook.f.,Hymenanthes,Pontica,Arborea
wfo-0001048903,Rhododendron adenopodum,Franch.,Hymenanthes,Pontica,Argyrophylla
wfo-0001048937,Rhododendron argyrophyllum,Franch.,Hymenanthes,Pontica,Argyrophylla
wfo-0001229475,Rhododendron brevipetiolatum,M.Y.Fang,Hymenanthes,Pontica,Argyrophylla
wfo-0001048853,Rhododendron coryanum,Tagg & Forrest,Hymenanthes,Pontica,Argyrophylla
wfo-0001229472,Rhododendron denudatum,H.Lév.,Hymenanthes,Pontica,Argyrophylla
wfo-0001229468,Rhododendron ebianense,M.Y.Fang,Hymenanthes,Pontica,Argyrophylla
wfo-0000747072,Rhododendron eriobotryoides,Xiang Chen & Jia Y.Huang,Hymenanthes,Pontica,Argyrophylla
wfo-0001228143,Rhododendron fangchengense,P.C.Tam,Hymenanthes,Pontica,Argyrophylla
wfo-0001229474,Rhododendron farinosum,H.Lév.,Hymenanthes,Pontica,Argyrophylla
wfo-0001229471,Rhododendron floribundum,Franch.,Hymenanthes,Pontica,Argyrophylla
wfo-0001048924,Rhododendron formosanum,Hemsl.,Hymenanthes,Pontica,Argyrophylla
wfo-0001228539,Rhododendron haofui,Chun & W.P.Fang,Hymenanthes,Pontica,Argyrophylla
wfo-0001229492,Rhododendron hunnewellianum,Rehder & E.H.Wilson,Hymenanthes,Pontica,Argyrophylla
wfo-0001048933,Rhododendron hypoglaucum,Hemsl.,Hymenanthes,Pontica,Argyrophylla
wfo-0001219289,Rhododendron insigne,Hemsl. & E.H.Wilson,Hymenanthes,Pontica,Argyrophylla
wfo-0001048936,Rhododendron longipes,Rehder & E.H.Wilson,Hymenanthes,Pontica,Argyrophylla
wfo-0001229480,Rhododendron oblancifolium,M.Y.Fang,Hymenanthes,Pontica,Argyrophylla
wfo-0001229484,Rhododendron pingianum,W.P.Fang,Hymenanthes,Pontica,Argyrophylla
wfo-0000747043,Rhododendron pudiense,Xiang Chen & Jia Y.Huang,Hymenanthes,Pontica,Argyrophylla
wfo-0001219286,Rhododendron ririei,Hemsl. & E.H.Wilson,Hymenanthes,Pontica,Argyrophylla
